gene	cluster
Tmem86b	5
Tnfrsf23	2
AW011738	1
Hspd1	0
Jcad	9
Tslp	5
Rorc	5
Ifi211	0
Manf	6
Tmem120a	1
Adarb1	9
Lipa	0
Pdgfc	1
Nt5dc2	1
Fcgr4	0
Pycr2	1
Adamtsl5	4
Gm15987	1
Gpx1	6
Syne1	2
Phf11d	1
Polr2l	0
Cyb561a3	5
Gpr4	9
Acsl4	0
Osgin2	1
Pgam1	6
Mras	7
Filip1	9
Ushbp1	9
Dusp1	6
Tfrc	1
Snx9	0
Tln2	2
Pip5k1b	5
Zfp36l1	6
Ada	1
Filip1l	0
Batf	1
Acaa2	0
Ap2a2	6
Dnajc9	8
Ogt	0
Gcnt1	1
Trim35	4
Blvrb	0
Ctdspl	7
Hist1h2be	8
Chd7	0
Gpc1	4
Rdh12	1
Cobll1	7
Batf2	1
Cpne8	9
Aprt	6
Gm43260	5
Agpat2	1
Pnp2	5
Lair1	0
Ak2	0
Ell2	0
Bcl2l11	0
Cd180	1
Ptpn7	1
Tspan15	4
Slc2a3	11
Phyh	0
Pgk1	6
Psat1	1
Noa1	1
Akap7	0
Trim30b	1
Map3k20	2
Sfxn1	0
Add3	4
Stat1	0
Aplp1	7
Tmem263	2
Sdad1	0
Nme7	1
Cisd3	1
Ptp4a3	1
Gstp1	7
Cd244a	1
B930036N10Rik	1
Chst2	9
Ifi30	6
Trim47	9
Bmpr2	3
Samd5	4
Pxdc1	9
Clec4a2	0
Nectin3	9
Ankrd33b	1
Atp6v0a1	0
Tspan4	2
Rem1	2
Kctd12b	9
Map1lc3a	3
Smim5	5
Mtch2	0
Tmem37	0
Cox6b2	7
Krtcap3	7
Chek1	5
Rab34	2
Lama5	9
Ifi214	11
Lilrb4a	0
Angpt1	5
Dhrs11	5
Rragd	5
S100a11	6
Stxbp6	7
Dnmt1	8
Abcc1	1
Phkg1	5
Sinhcaf	1
Gm42418	6
Nrp1	0
Tst	7
Ddr1	2
Hoxb3os	4
Adgrl2	9
Snai1	9
Peli1	0
Ripk2	1
Fos	6
Rab6b	7
Sos1	1
Bhlhe41	2
Rab3a	5
Gtpbp4	0
Pim2	11
Crtap	2
P2ry13	1
Nrip1	0
Sgms2	1
Sorbs3	9
Pir	9
Rnf19b	0
Lrp6	0
Secisbp2l	0
Gm43813	5
Cyfip2	12
Ap1b1	0
Fam162a	0
Lsr	7
Ccno	5
Klra2	1
Dbp	2
Gm21188	0
Il4ra	6
Pik3ap1	0
Arhgap42	2
Cc2d2a	7
Gbp8	1
Tril	9
Arrdc4	0
Malat1	6
Snx6	6
Arsi	2
Runx1	0
Slc39a4	7
Ifi209	0
Rtp4	0
Gm9530	5
Mthfd2	1
Gm2a	6
Gimap8	11
Snhg15	1
Ddx3y	0
Cttn	2
Slc39a14	0
Kctd14	5
Ctsc	6
Tmem255b	10
Ifi204	0
Brca1	5
Rasgrp2	1
Tbrg1	3
5930430L01Rik	7
Pim1	6
Fh1	0
St8sia1	5
Tpi1	6
Fam102a	4
Fyn	0
Hs3st3b1	1
Dact1	5
Rtl8b	9
Cdk2ap2	0
March7	0
Tenm4	5
Eml1	9
Pde4b	0
Ptprs	4
Pfkfb3	0
Skint3	5
Smox	1
Maff	1
Adamts9	9
Ppp2r3a	2
Tma16	0
Kcnn4	1
Gab1	4
Pkp4	9
Rnf149	0
Dctpp1	0
Enpp1	1
Per2	5
Camkk2	1
Fxyd5	6
Pde1a	2
Fam114a1	2
E230032D23Rik	1
Fam107b	0
P4hb	6
Nenf	3
Afap1l2	4
Igf2r	2
Pcdh1	3
Plxnd1	0
Spats2l	2
Slc6a13	5
Cip2a	8
Kcnj10	4
Ap2m1	6
Ung	5
B3gnt7	1
Pde4d	1
Dbf4	8
Lifr	0
Mirt1	1
