genes	geneCluster
Ifi209	0
Rtp4	0
Ddx3y	0
Slc39a14	0
Ifi204	0
Fh1	0
Fyn	0
Cdk2ap2	0
March7	0
Pde4b	0
Pfkfb3	0
Tma16	0
Rnf149	0
Camkk2	0
Fam107b	0
Lifr	0
Saa3	1
Rgs5	1
Sparc	1
Col3a1	1
Slpi	1
Ccl11	1
Igfbp7	1
Col4a1	1
Timp1	1
Sparcl1	1
Ptn	1
Fibin	1
Pdgfra	1
Dcn	1
Mgp	1
Stmn1	1
Hspb1	1
Col1a1	1
Lcn2	1
Dpt	1
Tagln	1
Tpm1	1
Prnp	1
Timp3	1
Fbn1	1
Acta2	1
Myl9	1
Cald1	1
Serpinh1	1
Tpm2	1
Mt2	1
Col6a3	1
Spon2	1
Col4a2	1
Thbs2	1
Gsn	1
Gucy1a1	1
Mgst3	1
Kcnn3	1
Rarres2	1
Col5a2	1
Chil1	1
Fbln2	1
Bgn	1
Tm4sf1	1
Col6a1	1
Mylk	1
Col6a2	1
Tnc	1
Serping1	1
Lum	1
Col1a2	1
Hes1	1
C3	1
Aspn	1
Fbln1	1
Smoc2	1
Nfib	1
Gm12840	1
Pde3a	1
Mfap4	1
Cd63	1
Clu	1
Angptl2	1
Id3	1
Tshz2	1
Fkbp11	1
Nedd4	1
Aebp1	1
Gucy1b1	1
Cd200	1
C4b	1
Cavin1	1
Cpe	1
Lgi2	1
Meg3	1
Nid1	1
Ogn	1
Csrp2	1
Aldh1a3	1
Eln	1
Svep1	1
Fstl1	1
Meis2	1
C1s1	1
Col5a1	1
Ccdc80	1
Cavin3	1
Gpx3	1
Prss23	1
Hmcn2	1
Igfbp6	1
Serpina3n	1
Cdh11	1
Nupr1	1
Mgst1	1
Gem	1
Loxl2	1
Plpp3	1
Igfbp4	1
Sulf1	1
Crip2	1
Rbp1	1
Lox	1
Steap4	1
Fxyd6	1
Sod3	1
Gm49708	1
Fermt2	1
Chchd10	1
S100a16	1
Lamb1	1
Selenom	1
Pcolce	1
Cygb	1
Cp	1
Tceal9	1
Arhgap29	1
Gna11	1
Gas1	1
Cystm1	1
Ppic	1
Pmepa1	1
Rcn3	1
Itm2a	1
Gas6	1
Tsc22d1	1
Csrp1	1
Creb3l1	1
Pde5a	1
Pdpn	1
Bicc1	1
Thbs4	1
Kitl	1
Akap12	1
Rasl11a	1
Col5a3	1
Zbtb20	1
Mmp2	1
Rhoj	1
Cd9	1
Rhoc	1
Actn1	1
Snhg18	1
Ptgis	1
Ugdh	1
Alcam	1
Sox4	1
Rbpms	1
Gpx8	1
Wnt5a	1
Hspg2	1
Cnn3	1
Anxa1	1
Dstn	1
Tnxb	1
Emp1	1
Plod2	1
Emp2	1
Loxl1	1
Cebpd	1
Itga1	1
Pmp22	1
Grb10	1
F2r	1
Pcdh7	1
Col14a1	1
Serpinb6a	1
Ezr	1
Lamc1	1
Tmem176a	1
Fkbp10	1
Heg1	1
Vcl	1
Nfia	1
Dag1	1
Palld	1
Prkar2b	1
Hist1h2bc	1
Lmna	1
Slit3	1
C1ra	1
Slc9a3r1	1
Colec12	1
Timp2	1
Mxra8	1
Slc43a3	1
Ltbp3	1
Fgfr1	1
Tead1	1
Lima1	1
Ryk	1
Mmp14	1
Lama4	1
Serpinb9	1
Cd81	1
Clmp	1
Cyb5a	1
Tgfb1i1	1
Maged1	1
Plpp1	1
Nr2f2	1
Spry2	1
Bmp1	1
Pam	1
Wwtr1	1
Dst	1
Osmr	1
Ckap4	1
Ahnak2	1
Tuba1a	1
Lbp	1
Tmem176b	1
Dpysl3	1
Cd151	1
Pdlim7	1
P3h4	1
Gstm1	1
Sdc2	1
Tgfbr3	1
Olfml3	1
Pbx1	1
Tcf4	1
Laptm4b	1
Mxra7	1
Nckap1	1
Sptbn1	1
Il6st	1
Tspan3	1
Flna	1
Ldhb	1
Cd2ap	1
Lrp1	1
Ddr2	1
Cfl2	1
Atp2b4	1
Amotl1	1
Emilin1	1
Auts2	1
Arhgef12	1
Dlc1	1
Gstm2	1
Parva	1
Spsb1	1
Bmpr1a	1
Casc4	1
Gabarapl1	1
Nxn	1
Ctps	1
Hmgn3	1
Cdc42bpa	1
Nfix	1
Gng12	1
Cbx5	1
Rcn1	1
Npdc1	1
Zfhx4	1
Plec	1
Il11ra1	1
Maged2	1
Meis1	1
Cgnl1	1
Fkbp7	1
Klf9	1
Tns1	1
Sesn3	1
Hmgn1	1
Rbfox2	1
Ptgfrn	1
Gpx7	1
Ssbp3	1
Dbn1	1
Vkorc1	1
Mfge8	1
Cyb5r3	1
Pkd2	1
Arhgap5	1
Twsg1	1
Ppfibp1	1
Oat	1
Phldb2	1
Bex3	1
Copz2	1
Slc25a4	1
Acsl4	1
Trim35	1
Tmem263	1
Bmpr2	1
Tspan4	1
Map1lc3a	1
Rab34	1
Ddr1	1
Crtap	1
Cttn	1
Tbrg1	1
Fam114a1	1
Nenf	1
Igf2r	1
Lpl	2
Lyve1	2
Mmp12	2
Calml4	2
Bmp2	2
Inhba	2
Tnf	2
Il1a	2
Gdf15	2
Itgae	2
Slc7a11	2
Mmp13	2
Cd79b	2
Tbc1d4	2
Csf1	2
Ccl25	2
Cd209d	2
Il6	2
Yae1d1	2
Mmp9	2
Il7r	2
Cd24a	2
Hdc	2
Cxcr2	2
Bcl11a	2
Cox7a1	2
Ch25h	2
Hcar2	2
H2-DMb2	2
Ccn3	2
Chka	2
Sept3	2
Atr	2
Nr4a2	2
Serpina3g	2
Asgr2	2
Bpnt1	2
Upp1	2
Gm14636	2
Il1r2	2
Nr4a3	2
Pi16	2
Cd4	2
Hivep3	2
Maoa	2
Etv1	2
Clec9a	2
Gadd45a	2
Anpep	2
Cela1	2
Fpr2	2
Smim24	2
Mcemp1	2
Car4	2
Gbp2b	2
Wdfy4	2
Timd4	2
Ahi1	2
Aldh1b1	2
P2ry14	2
Srxn1	2
Tnfsf9	2
Enpp2	2
Irf4	2
Gpr84	2
Akr1c13	2
Gk	2
Cmpk2	2
Spon1	2
Dgat1	2
Slc40a1	2
Gdf3	2
Stap1	2
Chp2	2
Tagap	2
Rrad	2
Uap1	2
Cdh1	2
Prtn3	2
Ints6l	2
H2-Oa	2
Vdr	2
Khk	2
Celf4	2
Myc	2
Npl	2
Itgax	2
Clec4d	2
Clec4b1	2
Dnase1l3	2
Cxcr4	2
F630028O10Rik	2
Arg2	2
Trem1	2
Atp1a3	2
Slamf9	2
Pmaip1	2
Ccdc152	2
Csf3r	2
Slfn9	2
Plau	2
3830403N18Rik	2
Oasl1	2
Zmynd15	2
Adrb2	2
Clec5a	2
Cd300ld	2
Ramp3	2
Gm4951	2
Slc20a1	2
Asb2	2
Gpr34	2
AI504432	2
H2-Q10	2
Tent5c	2
Chpt1	2
Cd40	2
Lmnb1	2
Fam20c	2
Rasgef1b	2
Kmo	2
Hvcn1	2
Fpr1	2
Nfkbid	2
F5	2
Mcm4	2
Gm6377	2
Cyp51	2
Trp53inp1	2
Spint1	2
Plxnc1	2
P2ry10b	2
H2-Ob	2
Bank1	2
Gdpd1	2
Prdm1	2
Lilra5	2
Hpgds	2
Herc6	2
Qpct	2
Slamf7	2
Gm15655	2
Arl5c	2
Lrmp	2
Relb	2
Havcr2	2
Tnfaip3	2
Gpr141	2
Cpeb2	2
Cd200r4	2
Rab11fip1	2
Ptger4	2
Phf11a	2
Plk3	2
Cebpa	2
Xlr	2
Coro2a	2
Stard8	2
Rfc4	2
Rab7b	2
Hebp1	2
Tmem8	2
Dhrs9	2
Galm	2
Cass4	2
Slco2b1	2
Gmds	2
Itga9	2
Il1rap	2
Fbxo33	2
Slc27a4	2
Tmcc3	2
Prps1	2
Pygl	2
Gm43305	2
Idi1	2
Prelid2	2
Glipr1	2
Ctla2b	2
Cd33	2
Gm42047	2
Acox1	2
Cpox	2
Ipmk	2
Ankrd37	2
Dpep2	2
Siglece	2
Trim30c	2
Ttc39c	2
Hgsnat	2
Nr1h3	2
Dgat2	2
Cblb	2
Stk10	2
Cd22	2
Galk1	2
Tnfrsf23	2
AW011738	2
Tslp	2
Tmem120a	2
Pdgfc	2
Nt5dc2	2
Pycr2	2
Gm15987	2
Cyb561a3	2
Osgin2	2
Tfrc	2
Ada	2
Batf	2
Gcnt1	2
Rdh12	2
Batf2	2
Agpat2	2
Cd180	2
Ptpn7	2
Slc2a3	2
Psat1	2
Trim30b	2
Nme7	2
Cisd3	2
Ptp4a3	2
Cd244a	2
B930036N10Rik	2
Ankrd33b	2
Ifi214	2
Abcc1	2
Sinhcaf	2
Ripk2	2
Sos1	2
P2ry13	2
Sgms2	2
Klra2	2
Gbp8	2
Mthfd2	2
Snhg15	2
Rasgrp2	2
Hs3st3b1	2
Smox	2
Maff	2
Kcnn4	2
E230032D23Rik	2
B3gnt7	2
Pde4d	2
Mirt1	2
Lgals4	3
Ear2	3
Il4i1	3
Areg	3
Tcrg-C1	3
Klk1	3
Zfp202	3
Il1rl1	3
Pcp4	3
Map3k12	3
Siglech	3
Lmod1	3
Vtn	3
Lyz1	3
Il10	3
Penk	3
Calca	3
Notch3	3
Mgam	3
Ptges	3
Gm26885	3
Adgrg3	3
Sh3bgr	3
Sfn	3
Dmpk	3
Cysltr2	3
Kcnk3	3
Apoc1	3
Hepacam2	3
Cox4i2	3
Igsf9b	3
Ociad2	3
Selp	3
Tcrg-C4	3
Fmo5	3
C730034F03Rik	3
1500002C15Rik	3
Cyp26b1	3
BE692007	3
Il2	3
Atp6v0d2	3
Lif	3
Gfod2	3
Ckm	3
Tnfsf8	3
Ifit1bl1	3
Neb	3
Sned1	3
Mttp	3
Chdh	3
Gpnmb	3
Adgre4	3
Cd96	3
Ccdc184	3
Cd209b	3
Alpk2	3
Pigr	3
Fgf13	3
Slamf1	3
Tubb2b	3
Lepr	3
Tcf19	3
Cdca7	3
Gm10827	3
Sult2b1	3
Degs2	3
Ifit1bl2	3
Pdgfrl	3
Foxp2	3
Gm45184	3
A430035B10Rik	3
Rnf128	3
Bmx	3
Prkaa2	3
Strip2	3
Tesc	3
Pdzd4	3
Cpm	3
Ppargc1a	3
Gm13075	3
Bdh1	3
Il17rb	3
Adat1	3
Angpt2	3
Spic	3
Actn2	3
Cacna1e	3
Fmo1	3
Upb1	3
Gm17056	3
Vamp1	3
Mycl	3
Sag	3
Rbpms2	3
Esm1	3
Mir155hg	3
Nipal1	3
1700120C14Rik	3
Ccne1	3
Podnl1	3
Cited4	3
Fam221a	3
Dlg2	3
Hspb6	3
Cdc6	3
Zcwpw1	3
H2-Q2	3
Slc26a6	3
Dtx1	3
Zcchc18	3
Bag2	3
AI463229	3
Treml4	3
Slc46a1	3
Apobec2	3
Il27	3
Mns1	3
G530011O06Rik	3
Eno3	3
Mmp25	3
Dusp4	3
Pparg	3
Frat2	3
Tmem86b	3
Pip5k1b	3
Gm43260	3
Pnp2	3
Smim5	3
Chek1	3
Angpt1	3
Dhrs11	3
Phkg1	3
Rab3a	3
Gm43813	3
Ccno	3
Gm9530	3
Kctd14	3
Brca1	3
St8sia1	3
Dact1	3
Skint3	3
Per2	3
Slc6a13	3
Ung	3
Serpine1	4
Terf2ip	4
Kit	4
Pcp4l1	4
Ppp1r14a	4
Papss2	4
Smco4	4
Nos2	4
Synm	4
Rgs16	4
Cdkn1c	4
Stmn2	4
Spata7	4
Gnb4	4
Mustn1	4
Prelp	4
Fbln5	4
Fahd1	4
Cbr1	4
Abcb1a	4
Scgb3a1	4
Pgm5	4
Ceacam1	4
Smtn	4
Flt4	4
Adm	4
Palmd	4
Clic5	4
Sgip1	4
Lmcd1	4
Bend5	4
Nes	4
Hey1	4
Car8	4
Plcb4	4
Hs3st1	4
C430049B03Rik	4
Meox2	4
Rnd1	4
Mall	4
Bmp4	4
Fam167b	4
Spry1	4
Itgb3	4
Gclc	4
Clec14a	4
Ptprr	4
Tlr3	4
Fnbp1l	4
Fhl1	4
Tmem158	4
Tspan12	4
Sdcbp2	4
Gbp6	4
Lnx1	4
Pcdh19	4
Ptpn14	4
Net1	4
Hoxb5	4
Rapgef5	4
Ntn1	4
Htra1	4
Sox7	4
Ccdc85a	4
Dnm3	4
Procr	4
Bambi	4
Ifit3b	4
Dll4	4
Lrrc32	4
Dysf	4
Gata2	4
Lmo7	4
Itgb4	4
She	4
Enc1	4
Ier5l	4
Bcl6b	4
Efnb2	4
Asah2	4
Dach1	4
Galnt15	4
Erg	4
Gm32688	4
Nkx2-3	4
Fgd5	4
Asns	4
Plxna2	4
Ablim3	4
Pard6g	4
Tmem64	4
Rcan1	4
Clca3a1	4
St3gal5	4
Myzap	4
Mcf2l	4
Tmem204	4
Unc45b	4
Arl4a	4
Ccdc88c	4
Tnfsf10	4
Casz1	4
Tspan6	4
Dcbld1	4
Cdc42ep1	4
Epn2	4
Tspan9	4
Exoc3l4	4
Tmem245	4
Trib2	4
Nrep	4
Fam214a	4
Nol4l	4
Thap1	4
Msrb3	4
Chst1	4
Nrarp	4
Jcad	4
Adarb1	4
Syne1	4
Gpr4	4
Filip1	4
Ushbp1	4
Cpne8	4
Noa1	4
Chst2	4
Trim47	4
Pxdc1	4
Nectin3	4
Kctd12b	4
Lama5	4
Stxbp6	4
Adgrl2	4
Snai1	4
Sorbs3	4
Pir	4
Tril	4
Rtl8b	4
Eml1	4
Adamts9	4
Pkp4	4
Scg2	5
Grem1	5
Des	5
Actg2	5
Cnn1	5
Cxcl1	5
Myh11	5
Ccn1	5
Gm13889	5
Abcc9	5
Tnfaip6	5
Chodl	5
Ces1d	5
Gdf10	5
Chrm2	5
Adamts5	5
Slc12a2	5
Synpo2	5
Ndufa4l2	5
Rgs4	5
Il1r1	5
Sdc1	5
Pdgfrb	5
Col8a1	5
Flnc	5
Fndc1	5
Cyp7b1	5
Bpgm	5
Osr1	5
Kcnj8	5
Htra3	5
Robo2	5
Ctsk	5
Ackr4	5
Mab21l2	5
Tcf21	5
H1fx	5
Gjc1	5
Enpep	5
F3	5
Mfap2	5
Pla1a	5
Elovl6	5
Cacna2d1	5
Kdelr3	5
Lama2	5
Lhfp	5
Olfml2b	5
Islr	5
Psd	5
Tmem229a	5
Tmem200a	5
Atp2a3	5
Rora	5
Ramp1	5
Mdk	5
Reck	5
Ms4a4d	5
P4ha2	5
Atp8b1	5
Khdrbs3	5
Mrvi1	5
Ppp1r12b	5
Hlf	5
Tgfb3	5
Ecm2	5
Crispld2	5
Rbms3	5
Adcyap1r1	5
Nexn	5
Cdc42ep5	5
Carmn	5
Spry4	5
Ank1	5
Dkk3	5
Ntrk3	5
Scube2	5
Abcd3	5
Cped1	5
Hacd1	5
Mmp23	5
Ngf	5
Parm1	5
Antxr1	5
Adamtsl3	5
C1qtnf2	5
Myo6	5
Tmem119	5
Tnni2	5
Fat1	5
Atf5	5
Lrig1	5
Egln3	5
Epha4	5
Camk2n1	5
Mrc2	5
Ppm1l	5
Aoc3	5
P3h3	5
Slc6a8	5
Dnm3os	5
Gnao1	5
Plagl1	5
Adgra2	5
Ccn4	5
Ncald	5
P2ry1	5
Lama1	5
Fhl2	5
Prkg1	5
Tnfrsf12a	5
Ank2	5
Pcdh18	5
C1qtnf6	5
Steap3	5
Plekha6	5
Oaf	5
Hic1	5
Ghr	5
Rgs7bp	5
Slc16a2	5
Klhdc8b	5
Adam19	5
Map3k20	5
Rem1	5
Rragd	5
Bhlhe41	5
Dbp	5
Arsi	5
Tenm4	5
Enpp1	5
Pde1a	5
Spats2l	5
Scn7a	6
Sfrp1	6
Kcna1	6
Plp1	6
Postn	6
Kcna2	6
Apod	6
Sostdc1	6
Gpr37l1	6
Gpm6b	6
Ncam1	6
Ccn2	6
Itih5	6
Col12a1	6
Cryab	6
Fxyd1	6
Ank3	6
Chl1	6
Pdgfa	6
Serpine2	6
Adamts1	6
Mal	6
Cdh19	6
Ptprz1	6
Ikzf2	6
Tppp3	6
Lgi4	6
Nrn1	6
Sox10	6
S100b	6
Col18a1	6
Matn2	6
Fabp7	6
Txndc16	6
Adam11	6
Sorbs2	6
Gfra1	6
Flrt3	6
Abca8a	6
Tgfb2	6
Pappa	6
Art3	6
Cd59a	6
Scd1	6
Col20a1	6
Hand2	6
Adam23	6
Gfra2	6
Abca8b	6
Atp1a2	6
Map1b	6
L1cam	6
Serpinf1	6
S1pr3	6
Plce1	6
Mt3	6
Ndrg1	6
Cadm1	6
Mest	6
Sema3b	6
Phlda3	6
Aspa	6
Col16a1	6
Nsg2	6
Plat	6
Slc35f1	6
Cdh2	6
Rnd3	6
Epb41l4b	6
Dmd	6
Bcar3	6
Hand2os1	6
Gjc3	6
Ngfr	6
Ltbp1	6
Tubb3	6
Lpar1	6
Itgb8	6
Arfgef3	6
1500009L16Rik	6
Plekhb1	6
Fads2	6
Lhfpl2	6
Tmod2	6
Syt11	6
Ttyh1	6
Ctnnal1	6
Erbb3	6
Pdzd2	6
Car12	6
Scd2	6
Lims2	6
Dtna	6
Tbx3	6
Rasgef1c	6
Piezo2	6
Limch1	6
Adgrg6	6
Cyp2j6	6
Msi2	6
Nkd2	6
Tmem47	6
Cyp2j9	6
Mboat2	6
Galnt6	6
Cspg4	6
Lbh	6
Mfap3l	6
Nav2	6
Sorbs1	6
Pcgf2	6
Zrsr1	6
Edil3	6
Ldb2	6
Stard13	6
Slc22a23	6
Adamtsl5	6
Gpc1	6
Tspan15	6
Add3	6
Samd5	6
Hoxb3os	6
Arhgap42	6
5930430L01Rik	6
Ptprs	6
Ppp2r3a	6
Gab1	6
Afap1l2	6
Kcnj10	6
Fabp4	7
Ctla2a	7
Aqp1	7
Plvap	7
Cxcl12	7
Egfl7	7
Edn1	7
Ptprb	7
Gpihbp1	7
Gng11	7
Ebf1	7
Cdh5	7
Cav1	7
Ly6c1	7
Ly6a	7
Lrg1	7
Apold1	7
Col15a1	7
Cldn5	7
Pcdh17	7
2200002D01Rik	7
Jam2	7
Cavin2	7
Pecam1	7
Flt1	7
Cd36	7
Mmrn2	7
Kdr	7
Rgcc	7
Ecscr	7
Podxl	7
Emcn	7
Cd34	7
Tmem252	7
Epas1	7
Ramp2	7
Adgrf5	7
Fscn1	7
Tcim	7
Ccnd1	7
Tcf15	7
Cyyr1	7
Scarb1	7
Id1	7
Ace	7
Adgrl4	7
Ltbp4	7
Esam	7
Sox17	7
Thbd	7
Sox18	7
Vwf	7
Rflnb	7
Aplnr	7
S1pr1	7
C1qtnf9	7
Myct1	7
Cd300lg	7
Ehd2	7
Vwa1	7
Cd93	7
Rai14	7
Mgll	7
Icam2	7
Tinagl1	7
Ets1	7
Cdh13	7
Mast4	7
Tspan7	7
Tspan18	7
Bcr	7
Grrp1	7
Prex2	7
Slc9a3r2	7
Mcam	7
Ece1	7
Mecom	7
Crim1	7
Tie1	7
Sept4	7
Myo10	7
Rasip1	7
Eng	7
Pdgfb	7
Tjp1	7
Meox1	7
Tek	7
Trp53i11	7
F11r	7
Robo4	7
Myo1b	7
Ablim1	7
Calcrl	7
Pxdn	7
Ptprg	7
Fam43a	7
Dock9	7
Itga6	7
Rtl8a	7
Cav2	7
Pls3	7
Uaca	7
Spns2	7
Sema6a	7
Plcb1	7
Pdlim1	7
Rasgrp3	7
Flnb	7
Afdn	7
Fzd4	7
Ddah2	7
Tmem255b	7
Pcdh1	7
Plxnd1	7
Ccl8	8
Ccl7	8
Ccl12	8
Cxcl2	8
Rnase2a	8
Ccl2	8
Fn1	8
Cst3	8
Pf4	8
Thbs1	8
Arg1	8
Fabp5	8
Mgl2	8
Ccl6	8
Ccl24	8
S100a4	8
Prdx1	8
Capg	8
Mrc1	8
Ccl9	8
C1qa	8
Apoe	8
C1qb	8
Dbi	8
Mt1	8
Il1b	8
Wfdc17	8
Selenop	8
C1qc	8
Lgmn	8
Gda	8
Ctsl	8
Crip1	8
Tgm2	8
S100a6	8
Sdc4	8
Lyz2	8
Lgals3	8
Srgn	8
Cdkn1a	8
Bst2	8
Txn1	8
Dab2	8
Mdh2	8
Ifi27l2a	8
Cfp	8
Maf	8
Neat1	8
Anxa2	8
Plac8	8
Sod2	8
Fcgrt	8
Lgals1	8
H2-Aa	8
H2afz	8
Fth1	8
Gatm	8
H2-Eb1	8
Basp1	8
Hspa5	8
Tubb5	8
Ctsb	8
Cd74	8
Pycard	8
Ier3	8
Nfkbia	8
Tgfbi	8
Ctsd	8
Bsg	8
Cd14	8
Mafb	8
H2-Ab1	8
S100a10	8
Jun	8
Cycs	8
Trf	8
Ifitm3	8
Vim	8
Bcl2a1b	8
Kctd12	8
Lst1	8
Samhd1	8
Gapdh	8
Eno1	8
Slc15a3	8
Mif	8
Cstb	8
Atpif1	8
Cd52	8
Ldha	8
Hsp90b1	8
Psap	8
Manf	8
Gpx1	8
Pgam1	8
Dusp1	8
Zfp36l1	8
Ap2a2	8
Aprt	8
Pgk1	8
Ifi30	8
S100a11	8
Gm42418	8
Fos	8
Il4ra	8
Malat1	8
Snx6	8
Gm2a	8
Ctsc	8
Pim1	8
Tpi1	8
Fxyd5	8
P4hb	8
Ap2m1	8
Hist1h1b	9
Top2a	9
Pclaf	9
Mki67	9
Hist1h2ap	9
Hist1h2ae	9
Nusap1	9
Prc1	9
Birc5	9
Ube2c	9
Cenpf	9
Tpx2	9
Rrm2	9
Hist1h2ab	9
Ccnb2	9
Cenpe	9
Hist1h1d	9
Dut	9
Knl1	9
Kif11	9
Cdca8	9
Hist1h3e	9
Racgap1	9
H2afx	9
Diaph3	9
Ccna2	9
Hist2h2ac	9
Kif23	9
Smc2	9
Cdk1	9
Esco2	9
Anln	9
Lig1	9
Ckap2l	9
Cks2	9
Cdca3	9
Spc24	9
Cenpa	9
Tk1	9
Atad2	9
Plk1	9
Hist1h2ak	9
Kif15	9
Hist1h1a	9
Pbk	9
Hells	9
Mcm7	9
Aspm	9
Rad51	9
Ccne2	9
Bub1b	9
Clspn	9
Cdkn3	9
Tyms	9
Uhrf1	9
Hist2h2bb	9
Cdc20	9
Mcm6	9
Spc25	9
Cks1b	9
Sgo2a	9
Mcm5	9
Fbxo5	9
Aurkb	9
Ndc80	9
Aurka	9
Ncaph	9
Asf1b	9
Hist1h4h	9
Dtl	9
Incenp	9
Kif4	9
Tacc3	9
Lockd	9
Kif20b	9
Neil3	9
Pole	9
E2f8	9
Gmnn	9
Cenpw	9
Rrm1	9
Prr11	9
Dhfr	9
Hist1h4c	9
Knstrn	9
Ckap2	9
Rad51ap1	9
Cep55	9
Dlgap5	9
Kif22	9
Sgo1	9
