gene	cluster
Pip5k1a	4
Vps72	4
Scnm1	0
Lysmd1	3
Tnfaip8l2	1
Sema6c	7
Gabpb2	1
Gm16740	2
Mllt11	0
Cdc42se1	1
Prune1	0
Mindy1	4
Anxa9	11
6330562C20Rik	3
Cers2	1
Setdb1	4
Gm4349	5
Arnt	4
Ctsk	8
Ctss	6
Hmgb1-ps5	3
Golph3l	0
Gm42671	5
Rps10-ps1	3
Ensa	1
E330034L11Rik	3
Mcl1	6
Adamtsl4	3
Ecm1	1
Tars2	0
Rprd2	1
Prpf3	0
Mrps21	6
C920021L13Rik	2
Ciart	3
BC028528	8
Aph1a	1
Anp32e	1
Plekho1	6
Vps45	0
Otud7b	0
Mtmr11	10
Gm17690	2
Sf3b4	1
Sv2a	7
Bola1	0
Hist2h2ab	5
Hist2h2ac	16
Hist2h2be	3
Hist2h3c2	11
Gm20632	3
Gm20633	2
Hist2h2aa1	16
Gm20634	3
Gm20627	5
Hist2h4	3
Gm38227	5
Gm20628	5
Hist2h3b	5
Gm42743	2
Hist2h2bb	16
Fcgr1	6
Gm15441	5
Txnip	6
Gm16253	2
Polr3gl	0
Ankrd34a	7
Lix1l	0
6330549D23Rik	2
Rbm8a	6
Pex11b	0
Itga10	2
Ankrd35	9
Pias3	0
Nudt17	7
Polr3c	4
Gm42783	3
Rnf115	1
Gm42782	2
Cd160	13
Pdzk1	7
Gpr89	0
Acp6	0
Bcl9	0
Gm42508	3
Chd1l	0
Gm43075	2
Fmo5	0
Prkab2	0
Pde4dip	0
Sec22b	1
Gm5544	2
Notch2	1
Gm42819	3
Gm42820	3
Hmgcs2	12
Phgdh	0
Zfp697	2
Wars2	3
Gm43024	2
Gm42717	2
Wdr3	0
Gdap2	0
Tent5c	4
Man1a2	1
Gm43466	3
Gm42869	3
Gm43462	0
Gm43463	5
Vtcn1	11
Trim45	2
Ttf2	0
Cd101	3
Ptgfrn	8
Cd2	13
Igsf3	0
Atp1a1	6
Gm42937	3
Gm42941	0
Slc22a15	0
Casq2	2
Vangl1	0
Ngf	8
Gm42679	9
Tspan2	10
Sike1	4
Csde1	6
Nras	1
Dennd2c	3
Bcas2	1
Trim33	4
Gm43061	2
Syt6	7
Olfml3	8
Hipk1	1
Gm43149	3
Gm43387	2
Dclre1b	3
Gm15471	5
Ap4b1	3
Ptpn22	13
Gm15472	13
Gm43065	13
Rsbn1	4
Phtf1os	2
Phtf1	0
Magi3	10
Gm42696	2
Gm42699	2
Gm42702	3
Gm42701	2
Gm43258	2
Gm43259	2
Gm43260	2
Gm43256	2
Lrig2	0
Gm43696	3
A530041M06Rik	3
4930509H03Rik	3
Slc16a1	11
Gm43581	11
Gm6485	5
Fam19a3	5
Ppm1j	13
Rhoc	8
Mov10	4
Capza1	6
Gm42658	2
Gm42659	0
St7l	0
Wnt2b	14
Cttnbp2nl	1
Kcnd3	11
Gm43847	14
Ddx20	0
Inka2	12
Gm43848	3
Rap1a	6
Gm43328	3
Gm43329	0
Gm43330	3
Gm43331	3
Gm5547	0
Adora3	3
I830077J02Rik	4
Atp5f1	6
Wdr77	0
Gm42722	5
Gm4540	3
Chil3	6
2010016I18Rik	13
Dennd2d	13
Cept1	1
Dram2	1
Gm43071	3
Lrif1	4
Gm38253	2
Cd53	6
Kcna3	5
AI504432	4
Kcna2	12
Lamtor5	1
Slc16a4	11
Rbm15	4
Strip1	0
Ahcyl1	1
Csf1	4
Gm5075	7
Eps8l3	7
4933431E20Rik	3
Gstm5	8
Gstm7	12
Gstm6	2
Gstm2	8
Gstm1	8
Gstm4	3
Ampd2	0
Gm12500	2
Gnai3	1
Amigo1	9
Cyb561d1	3
Atxn7l2	3
Psma5	6
Sort1	12
Psrc1	2
Celsr2	12
Sars	1
Scarna2	5
Gm43435	3
Tmem167b	0
Taf13	4
Wdr47	0
Clcc1	4
Gpsm2	0
Stxbp3	1
Fndc7	2
Prpf38b	1
Fam102b	1
Gm43221	5
Gm19391	2
Slc25a24	4
Vav3	1
Ntng1	12
Prmt6	0
C130013H08Rik	3
Rnpc3	4
Col11a1	12
S1pr1	10
Gm9889	2
A930005H10Rik	0
Dph5	0
Slc30a7	4
Extl2	0
Vcam1	15
Gpr88	11
Cdc14a	0
Rtca	0
Dbt	0
Gm9761	5
Trmt13	0
Sass6	0
Mfsd14a	4
Slc35a3	4
Agl	0
Frrs1	4
Palmd	10
Gm42892	10
Plppr4	3
Snx7	0
Dpyd	12
Gm4332	3
Ptbp2	4
Gm43300	2
Gm42664	2
Rwdd3	3
Tmem56	9
Alg14	0
Gm42928	17
Cnn3	6
Gm42929	2
Slc44a3	2
A530020G20Rik	9
A730020M07Rik	2
Gm43823	2
F3	12
Abcd3	0
Gm43609	3
4633401B06Rik	2
Arhgap29	8
Abca4	14
Gclm	4
Gm17494	3
Dnttip2	1
Bcar3	0
Fnbp1l	10
Gm43569	2
Pde5a	8
Fabp2	5
1810037I17Rik	6
Usp53	0
Synpo2	9
Gm43283	2
Sec24d	4
Mettl14	0
Prss12	11
Snhg8	1
Ndst3	2
Gm4617	5
Gm42826	5
Arsj	9
Gm20568	5
Camk2d	1
Gm43011	3
Gm43010	3
Gm43009	3
Gm43006	2
Gm43005	2
Gm42515	3
Gm42514	3
Ank2	8
Gm43322	9
Gm43765	2
Gm43751	2
C230031I18Rik	5
Gm42973	5
Gm42972	5
Larp7	1
Zgrf1	16
Alpk1	0
Gm16238	5
1500005C15Rik	2
Gm42587	5
Tifa	1
Ap1ar	4
Gm43654	5
Gm43653	17
Fam241a	6
Pitx2	7
Enpep	8
Elovl6	8
Gm43072	7
Egf	2
Gar1	4
Pla2g12a	4
Casp6	6
Mcub	6
Sec24b	1
Ostc	6
Rpl34	19
Gm43522	5
Gm43352	5
Lef1	13
Hadh	1
Cyp2u1	9
Sgms2	0
Papss1	1
Dkk2	7
Aimp1	6
Tbck	4
Gm42872	5
Gm42876	2
Gm9403	5
Npnt	7
Gstcd	3
Gm42874	5
Ints12	0
Gm43254	2
Ppa2	4
Tet2	6
Cxxc4	7
Tacr3	2
Cenpe	16
Bdh2	9
Slc9b2	7
Cisd2	6
2810428J06Rik	2
Gm43379	3
4930539J05Rik	5
Ube2d3	6
Manba	0
Nfkb1	6
Gm43430	3
Slc39a8	11
Gm43429	11
Gm43428	14
Gm31243	3
Bank1	15
Ppp3ca	6
Gm42822	2
Emcn	10
Ddit4l	11
Gm43403	5
H2afz	6
Dnajb14	1
Gm43088	3
Gm15460	2
Lamtor3	1
Dapp1	1
Mttp	3
Trmt10a	0
Adh1	9
Adh6a	7
Adh5	1
Metap1	4
Eif4e	1
Tspan5	0
Gm16060	14
Rap1gds1	1
Gm43162	3
Unc5c	7
Bmpr1b	14
Pdlim5	1
Gbp5	6
Gbp7	6
Gbp3	6
Gbp2b	4
Gbp2	6
Kyat3	3
Gtf2b	1
Pkn2	1
Lmo4	1
Gm43445	3
Gm5857	2
Hs2st1	1
Gm43707	2
Gm43560	7
Selenof	6
Sh3glb1	6
Clca3a1	10
Clca3a2	14
Clca4b	7
Clca1	7
Odf2l	0
Col24a1	9
Znhit6	0
Ccn1	8
Gm17501	9
Ddah1	10
Rpl36a-ps2	3
Bcl10	1
2410004B18Rik	4
Syde2	9
Mcoln3	5
Mcoln2	0
Ssx2ip	0
Ctbs	0
Spata1	3
Gng5	6
Rpf1	4
Prkacb	1
Gm10288	3
Ttll7	10
Adgrl2	8
Rpsa-ps10	3
4930555A03Rik	2
Adgrl4	10
Ifi44	6
Ifi44l	6
Gipc2	11
Dnajb4	1
Fubp1	6
Nexn	8
Gm43185	9
Miga1	0
Usp33	4
Gm42967	2
Gm43858	5
Gm43857	3
Zzz3	4
Ak5	14
Pigk	1
St6galnac3	10
A530083M17Rik	10
Rabggtb	4
Acadm	1
Slc44a5	7
Tyw3	3
Cryz	3
Fpgt	0
Lrriq3	2
Negr1	7
Zranb2	1
Ptger3	9
Gm6520	5
Cth	14
Ankrd13c	4
Gm42611	3
Srsf11	6
Gm43362	3
Lrrc40	3
Depdc1a	16
Wls	1
Gm43307	2
AI838599	9
Tmem68	0
Tgs1	1
Lyn	6
Gm26857	5
Rps20	19
Plag1	7
Chchd7	4
Gm11808	1
Penk	9
Impad1	1
Fam110b	8
Ubxn2b	0
4930430E12Rik	5
Sdcbp	6
Nsmaf	4
Tox	0
Car8	8
Gm11810	5
Rab2a	6
Chd7	6
Asph	1
4930412C18Rik	2
Gdf6	9
2610301B20Rik	9
Plekhf2	4
Ndufaf6	0
Trp53inp1	4
Ccne2	16
Ints8	0
Dpy19l4	0
Virma	4
Rad54b	16
Fsbp	2
Gem	8
Cdh17	7
Pdp1	12
1700123M08Rik	2
Tmem67	0
Rbm12b2	3
Rbm12b1	3
Fam92a	0
Triqk	9
Gm11826	2
Runx1t1	11
Otud6b	4
Pip4p2	0
Gm11837	9
Tmem64	4
Decr1	0
Nbn	0
Osgin2	0
Ripk2	4
Mmp16	9
Gm11868	5
Cpne3	1
Rmdn1	0
Wwp1	15
Slc7a13	3
Atp6v0d2	3
Ggh	1
Ccnc	0
Tstd3	0
Usp45	4
Pnisr	1
Coq3	0
Faxc	2
Fbxl4	3
Gm37900	2
Gm11878	5
Mms22l	16
Klhl32	2
Ndufaf4	4
Ufl1	1
Manea	0
Gm11914	2
Epha7	7
Map3k7	4
Bach2	0
Bach2os	5
Casp8ap2	4
Mdn1	4
Lyrm2	4
Ankrd6	11
Rragd	7
4933421O10Rik	0
Ube2j1	1
Srsf12	7
Pnrc1	6
Rngtt	4
Spaca1	2
Gm12350	2
Akirin2	1
Orc3	4
Rars2	0
Slc35a1	0
Smim8	4
Zfp292	1
Mob3b	0
C9orf72	4
Gm12366	2
Aco1	0
Ddx58	6
Topors	4
Smim27	4
Ndufb6	6
Tmem215	5
Aptx	0
Gm6297	2
Dnaja1	6
Smu1	1
Gm12396	2
B4galt1	1
Bag1	6
Chmp5	1
Nfx1	4
Aqp7	10
Aqp3	5
Nol6	0
Ube2r2	1
Ubap2	4
Dcaf12	1
Ubap1	4
Kif24	5
Nudt2	0
AI464131	9
Fam219a	0
Enho	0
Cntfr	9
Il11ra1	8
Rpp25l	4
Dctn3	1
Sigmar1	0
Galt	0
Ccl27a	9
Gm13307	7
Gm20878	2
Gm17167	9
Gm10600	9
Gm21955	2
Ccl19	2
Ccl21a	10
Phf24	2
Dnajb5	3
1700022I11Rik	5
Vcp	6
Fancg	3
Pigo	3
Stoml2	1
Fam214b	4
Gm26881	3
Unc13b	10
Rusc2	0
Tesk1	4
Cd72	15
Sit1	13
Rmrp	5
Ccdc107	1
Arhgef39	5
Gm12454	2
Car9	2
Tpm2	8
Tln1	6
Creb3	4
Gba2	3
Rgp1	0
Npr2	9
Hint2	1
Fam221b	2
Gm12481	2
Tmem8b	3
Hrct1	9
Reck	8
Glipr2	6
Clta	6
Gne	0
Gm12504	3
Rnf38	4
Melk	16
Zcchc7	1
Grhpr	0
Zbtb5	0
1700055D18Rik	5
Polr1e	3
Fbxo10	3
Tomm5	1
Trmt10b	0
Exosc3	4
Dcaf10	0
Slc25a51	1
Shb	0
Aldh1b1	7
Ccdc180	3
Tdrd7	0
Tmod1	0
Tstd2	0
Ncbp1	0
Xpa	4
Gm12447	7
Trmo	3
Anp32b	6
Nans	4
Trim14	3
Gm16731	5
Coro2a	13
Tbc1d2	5
Anks6	11
Galnt12	0
Col15a1	8
Tgfbr1	15
Gm12430	9
Alg2	0
Sec61b	6
Nr4a3	4
Stx17	0
Erp44	1
Invs	0
Tex10	4
Msantd3	9
Tmeff1	7
Mrpl50	4
Zfp189	2
Aldob	7
Tmem246	0
Rnf20	1
Gm12460	5
Gm12466	3
Smc2	16
Nipsnap3b	4
Abca1	15
AI427809	3
Slc44a1	8
Fsd1l	0
Fktn	0
Rps15a-ps8	3
Tmem38b	8
Zfp462	0
Gm12508	3
Rad23b	1
Klf4	6
Elp1	0
Fam206a	3
Ctnnal1	12
Tmem245	4
Epb41l4b	12
Ptpn3	3
Palm2	9
Akap2	10
D630039A03Rik	5
Txn1	6
Svep1	8
Musk	9
Lpar1	8
Gm12577	12
Ecpas	1
Ptgr1	0
Dnajc25	0
Gng10	18
Ugcg	13
Susd1	3
Ptbp3	6
Gm12529	17
Hsdl2	0
E130308A19Rik	0
Inip	4
Snx30	15
Gm12543	3
Zfp37	0
Slc31a2	1
Fkbp15	1
Slc31a1	1
Cdc26	1
Prpf4	0
Wdr31	2
Bspry	13
Hdhd3	9
Alad	11
Pole3	4
Rgs3	4
Zfp618	9
Ambp	17
Col27a1	8
Akna	13
Whrn	7
Atp6v1g1	6
Tmem268	4
Gm11483	3
Tnfsf15	2
Tnfsf8	13
Tnc	8
Pappa	12
Trim32	0
Tlr4	1
Brinp1	7
Gm11221	5
Gm11223	5
Gm11224	5
Cdk5rap2	0
Megf9	12
Rps18-ps1	17
Tle1	0
C630043F03Rik	7
Kdm4c	0
Dmac1	1
Ptprd	11
Gm11261	2
Gm11263	5
Lurap1l	11
Mpdz	8
Nfib	8
Gm11266	14
Zdhhc21	1
Frem1	7
Ttc39b	4
Gm23412	2
Snapc3	4
Psip1	1
Ccdc171	9
Bnc2	11
Gm12421	14
Cntln	0
Sh3gl2	7
Adamtsl1	11
Rraga	1
Haus6	0
Plin2	6
Dennd4c	4
Rps6	6
Acer2	10
Mllt3	4
Focad	3
Hacd4	15
Mrpl48-ps	5
Klhl9	1
Mtap	0
Gm12607	2
Cdkn2a	5
Cdkn2b	2
Gm12669	2
Gm12666	17
Tusc1	0
Gm12655	5
Caap1	4
Plaa	4
Ift74	0
Tek	10
Gm12693	5
Mysm1	1
Jun	6
Junos	5
Gm12708	2
Fggy	3
Hook1	13
Cyp2j6	12
Cyp2j9	12
Gm12696	17
Nfia	8
Tm2d1	1
Patj	11
Kank4	12
Usp1	4
Dock7	1
Angptl3	2
Atg4c	0
Gm12689	5
Gm12688	12
Foxd3	12
Alg6	0
Itgb3bp	0
Efcab7	3
Pgm1	4
Ror1	8
Ccdc50-ps	5
Cachd1	9
Raver2	9
Jak1	6
E130102H24Rik	0
Ak4	3
Dnajc6	11
Leprot	1
Lepr	10
Pde4b	6
Sgip1	0
Wdr78	2
Mier1	1
Slc35d1	0
Oma1	0
Gm12715	5
Dab1	17
Prkaa2	7
Plpp3	8
Gm12726	2
Usp24	4
Pcsk9	9
Dhcr24	0
Ttc22	17
Pars2	3
Ttc4	0
Fam151a	11
Acot11	0
Ssbp3	1
Mrpl37	0
Cyb5rl	3
Gm12802	2
Tceanc2	4
Tmem59	6
Lrrc42	0
Hspb11	0
Yipf1	1
Ndc1	0
4933424M12Rik	5
Lrp8	3
Magoh	1
0610037L13Rik	0
Cpt2	0
Podn	11
Scp2	6
Echdc2	9
Zyg11b	4
Coa7	0
Gpx7	9
Tut4	1
Prpf38a	4
Orc1	16
Gm12743	2
Cc2d1b	15
Gm17354	2
Zfyve9	0
3110021N24Rik	7
Btf3l4	0
Txndc12	4
Kti12	0
Nrd1	1
Osbpl9	1
Eps15	15
Ttc39a	7
Rnf11	1
9630013D21Rik	2
Cdkn2c	0
Faf1	0
Gm12804	5
Bend5	9
Spata6	4
Skint3	3
Trabd2b	12
Foxd2	2
Foxd2os	12
Cmpk1	6
Stil	16
Tal1	10
Pdzk1ip1	14
Cyp4b1	10
Efcab14	1
Atpaf1	0
Mob3c	15
Mknk1	15
Faah	13
Nsun4	0
Uqcrh	6
Gm12854	14
Lrrc41	0
Rad54l	16
Pomgnt1	0
Lurap1	2
Pik3r3	10
Mast2	0
Ipp	3
Tmem69	3
Gpbp1l1	1
C530005A16Rik	2
Ccdc17	2
Nasp	16
Akr1a1	6
Prdx1	6
Mmachc	3
Ccdc163	3
Tesk2	3
Toe1	0
Mutyh	2
Urod	0
Hectd3	0
Eif2b3	0
Btbd19	0
Tctex1d4	14
Plk3	4
Rps8	19
Kif2c	16
Gm25099	5
Tmem53	9
Rnf220	4
Eri3	0
Dmap1	0
Gm12840	11
Gm12844	5
Slc6a9	9
B4galt2	9
Atp6v0b	6
Dph2	3
Ipo13	0
Artn	9
St3gal3	3
9530034E10Rik	5
Kdm4a	4
Ptprf	11
Hyi	1
Szt2	3
Med8	1
Elovl1	4
Cdc20	16
Tie1	10
Tmem125	17
Ebna1bp2	1
Slc2a1	6
Zfp691	3
Svbp	1
AU022252	0
P3h1	9
Ybx1	6
Ppih	0
Ccdc30	9
Ppcs	0
Frg2f1	3
Foxj3	4
Guca2b	7
Hivep3	4
Foxo6	11
Scmh1	0
Ctps	0
Cited4	13
Kcnq4	2
Nfyc	4
Rims3	7
Exo5	0
Zfp69	2
Smap2	6
Zmpste24	4
Rlf	1
Ppt1	1
Cap1	6
Mfsd2a	5
Mycl	5
Trit1	3
Ppie	4
Hpcal4	7
Heyl	9
Pabpc4	0
Macf1	6
Ndufs5	6
Akirin1	1
Rhbdl2	2
Gm26606	2
D130007C19Rik	3
Mycbp	4
Rragc	1
Gm12902	3
Pou3f1	12
Utp11	1
Fhl3	3
Sf3a3	1
Inpp5b	0
Mtf1	0
1110065P20Rik	0
Yrdc	4
Cdca8	16
9930104L06Rik	0
Rspo1	11
Gnl2	4
Snip1	0
Meaf6	4
Zc3h12a	4
Grik3	2
Csf3r	6
Mrps15	1
Oscp1	9
Rpl28-ps3	2
Lsm10	4
Stk40	1
Eva1b	8
Sh3d21	9
Thrap3	1
Map7d1	1
Trappc3	1
Col8a2	9
Adprhl2	0
Tekt2	14
Ago3	4
Ago1	0
Ago4	15
Gm12934	2
Clspn	16
5730409E04Rik	0
Gm12933	5
Psmb2	6
Ncdn	0
AU040320	0
Zmym4	4
Sfpq	6
Gm12940	0
Zmym1	0
Gm12944	5
Zmym6	0
Tmem35b	0
Gm12943	5
Smim12	4
Gja4	10
Gjb3	14
Gjb5	11
Zscan20	2
Tlr12	3
Phc2	1
Zfp362	0
Trim62	7
Azin2	3
Ak2	6
1700086P04Rik	2
Rnf19b	6
Tmem54	7
Fndc5	9
S100pbp	0
Yars	0
C77080	11
Gm12976	5
Sync	9
Rbbp4	1
Gm26722	9
Zbtb8os	4
Zbtb8a	9
Bsdc1	4
Marcksl1	15
Hdac1	1
Lck	13
Fam167b	3
Eif3i	6
Tmem234	6
Iqcc	0
Ccdc28b	0
Txlna	1
Kpna6	4
Tmem39b	0
Khdrbs1	6
Ptp4a2	6
Gm12966	5
Adgrb2	11
Col16a1	8
Pef1	0
Tinagl1	10
Serinc2	7
Fabp3	9
Zcchc17	1
Snrnp40	4
Pum1	1
Gm12971	2
Sdc3	6
Laptm5	6
Ptpru	9
Mecr	0
Srsf4	4
A930004J17Rik	0
Epb41	1
Ythdf2	1
Rps15a-ps4	2
Gmeb1	0
Gm28874	7
Rnu11	0
Taf12	4
Rab42	2
Snhg12	4
Trnau1ap	1
Rcc1	0
Snhg3	1
Gm17300	2
Phactr4	4
Med18	3
Sesn2	0
Gm12981	7
Atpif1	6
Dnajc8	6
Ptafr	1
Eya3	0
Xkr8	3
Smpdl3b	15
Rpa2	0
Themis2	6
Ppp1r8	0
Stx12	1
Gm13033	5
Fam76a	1
Fgr	6
Ahdc1	0
Gm26615	2
Wasf2	6
Map3k6	9
Sytl1	11
Tmem222	0
Wdtc1	0
Slc9a1	0
Tent5b	14
Trnp1	7
Kdf1	7
Nudc	1
Gpatch3	3
Gpn2	0
Sfn	16
Zdhhc18	4
Pigv	0
Arid1a	1
Rps6ka1	4
Hmgn2	1
Dhdds	0
Crybg2	16
Cd52	6
Ubxn11	13
Sh3bgrl3	6
Cep85	0
Cnksr1	14
Zfp593	4
Grrp1	10
Pdik1l	0
Slc30a2	7
Extl1	14
Pafah2	9
Stmn1	16
Paqr7	0
Aunip	5
Mtfr1l	1
Selenon	4
Man1c1	15
Ldlrap1	0
Maco1	4
Tmem50a	6
Rsrp1	6
Syf2	1
Gm16225	17
Runx3	6
Clic4	6
Srrm1	6
Gm12990	5
Rcan3	0
Nipal3	0
Ifnlr1	17
Srsf10	1
Pnrc2	1
Cnr2	3
Fuca1	1
Hmgcl	4
Gale	0
Lypla2	1
Pithd1	0
Eloa	1
Gm24362	2
Rpl11	19
Id3	8
E2f2	16
Asap3	9
Tcea3	11
Zfp46	0
Hnrnpr	1
6030445D17Rik	2
Luzp1	8
Kdm1a	1
Gm12987	2
Ephb2	12
C1qb	6
C1qc	6
C1qa	6
Zbtb40	3
Wnt4	11
Cdc42	6
2810405F17Rik	3
Hspg2	8
Usp48	1
Rap1gap	9
Ece1	1
Gm13012	5
Eif4g3	1
Hp1bp3	1
Sh2d5	7
Kif17	7
Ddost	1
Pink1	4
Cda	10
Rpl38-ps1	5
Mul1	0
Camk2n1	8
Ubxn10	14
Pla2g5	2
Otud3	3
Rnf186	7
Tmco4	0
Nbl1	8
Minos1	6
Gm16287	3
Capzb	6
Pqlc2	0
Akr7a5	0
Mrto4	4
Emc1	4
Ubr4	1
2700016F22Rik	3
Iffo2	0
Aldh4a1	0
Igsf21	12
Arhgef10l	0
Rcc2	4
Padi4	5
Padi2	13
Sdhb	6
Atp13a2	1
Mfap2	8
Crocc	3
Necap2	1
Szrd1	1
Fbxo42	0
Arhgef19	9
Gm13056	11
Epha2	12
Gm13075	3
Hspb7	7
Zbtb17	0
Spen	1
B330016D10Rik	3
Fblim1	8
Tmem82	7
Plekhm2	4
Ddi2	1
Dnajc16	0
Casp9	0
Efhd2	6
Gm29367	7
Fhad1	2
4930455G09Rik	5
Tmem51	4
Tmem51os1	5
Kazn	10
Prdm2	1
Pdpn	11
Anp32b-ps1	5
Pramef8	0
Dhrs3	15
Vps13d	4
Tnfrsf1b	1
Tnfrsf8	5
Smarca5-ps	2
Gm13226	3
Gm13212	0
Znf41-ps	3
Gm13166	0
Zfp992	15
Gm13241	2
Zfp993	3
Zfp991	4
Gm26624	3
Zfp982	10
Gm16503	9
Zfp979	10
Zfp984	0
Gm20707	0
Rps19-ps3	2
Zfp933	3
Miip	0
Fv1	7
Mfn2	0
Plod1	1
2510039O18Rik	4
Clcn6	0
Mthfr	0
Agtrap	1
Mad2l2	0
Fbxo6	4
Fbxo44	12
Fbxo2	12
Ubiad1	3
Mtor	0
Angptl7	14
Exosc10	4
Srm	4
Tardbp	1
Gm13203	5
Casz1	10
Gm13205	5
Pex14	0
Dffa	0
Cenps	16
Rpsa-ps12	2
Pgd	1
Kif1b	1
Ube4b	4
Nmnat1	0
Lzic	4
Ctnnbip1	8
Clstn1	8
Pik3cd	6
Tmem201	0
Slc25a33	9
Spsb1	0
H6pd	8
Gm37795	2
Gpr157	3
Slc2a5	2
Car6	7
Eno1	6
Rere	1
Gm13092	3
Gm13091	3
Rps15a-ps3	5
Errfi1	1
Park7	6
Tnfrsf9	13
Camta1	4
Per3	8
Vamp3	1
Dnajc11	4
Thap3	1
Phf13	0
Klhl21	0
Zbtb48	3
Nol9	0
Plekhg5	15
Tnfrsf25	13
Espn	11
Acot7	4
Gpr153	9
Icmt	0
Rpl22	6
Chd5	12
Kcnab2	0
Nphp4	5
Ajap1	12
A430005L14Rik	4
Dffb	3
Cep104	0
Lrrc47	0
Smim1	11
Wrap73	0
Tprgl	1
Megf6	11
Arhgef16	12
Prdm16	10
Gm13111	12
Fam213b	4
Tnfrsf14	3
Pank4	0
Pex10	3
Rer1	6
Morn1	7
Ski	1
Faap20	4
Prkcz	11
5830444B04Rik	3
Cfap74	2
Tmem52	9
Gnb1	6
Nadk	1
Slc35e2	0
Gm16023	2
Cdk11b	1
Mmp23	8
Mib2	0
Fndc10	9
Ssu72	6
1500002C15Rik	3
Tmem240	2
Atad3a	0
Atad3aos	2
Vwa1	8
Tmem88b	12
Mrpl20	6
Ccnl2	1
Aurkaip1	6
Mxra8	8
Dvl1	0
Cptp	3
Ints11	0
Pusl1	0
Acap3	0
Ube2j2	1
C1qtnf12	0
B3galt6	0
Sdf4	6
Tnfrsf4	13
Gm37090	9
Tnfrsf18	13
9430015G10Rik	16
Agrn	0
Isg15	6
AW011738	4
Plekhn1	0
Noc2l	4
Samd11	5
Gm15772	6
Cdk6	1
Fam133b	1
Gm43017	7
1700109H08Rik	2
Rbm48	0
2510017J16Rik	2
Pex1	0
4833413G10Rik	7
Gatad1	1
Ankib1	4
Gm43679	2
Krit1	1
Rps4x-ps	5
Mterf1a	3
Akap9	1
Wdr46-ps	5
Cyp51	4
Mterf1b	2
Fzd1	8
Cdk14	15
Gm43112	2
Gm43113	2
Gm43111	3
Gm43623	2
Gm10484	2
Gm43727	3
Gm43728	3
Cldn12	3
Gtpbp10	0
Cfap69	14
Steap2	9
Steap1	14
Gm26825	0
Gm15459	3
Steap4	8
Sri	6
Gm15730	2
Adam22	3
Dbf4	16
Slc25a40	0
Rundc3b	13
Gm42685	5
Abcb1a	10
Gm42684	5
Abcb1b	4
7330423F06Rik	3
Abcb4	3
Crot	4
Tmem243	4
Dmtf1	4
9330182L06Rik	7
Gm8879	17
Sema3d	11
Gm8925	2
Gm42909	14
Sema3a	10
Sema3e	12
Gm43519	12
Pclo	7
Cacna2d1	8
Hgf	7
Gm43489	2
Sema3c	11
Cd36	15
Gnat3	2
Gnai1	0
4921504A21Rik	2
Magi2	9
Phtf2	0
Tmem60	4
Rsbn1l	1
A630072M18Rik	0
Ptpn12	1
Gsap	4
Ccdc146	2
Fgl2	6
Fam185a	3
Lrrc17	9
Gm6543	5
Gm8539	5
Armc10	0
Napepld	9
Pmpcb	4
Dnajc2	1
Psmc2	1
Reln	10
Orc5	3
Gm15421	2
6030443J06Rik	14
5031425E22Rik	1
Kmt2e	6
Srpk2	1
AI506816	4
Pus7	0
Rint1	0
Tomm7	6
2700038G22Rik	3
Fam126a	4
Gm6745	5
Klhl7	0
Gm3724	5
Gm43389	2
Nupl2	3
Gm5575	2
Kcnh2	8
Nos3	10
Atg9b	5
Abcb8	0
Cdk5	0
Slc4a2	4
Fastk	0
Tmub1	0
Agap3	0
Asb10	3
Abcf2	4
Gm10221	3
Chpf2	0
Smarcd3	9
Nub1	1
Gm26648	5
Wdr86	5
Crygn	7
Rheb	1
Gm25363	5
Prkag2	0
2900005J15Rik	0
Galnt11	4
Kmt2c	1
Gm42585	2
1700096K18Rik	0
Xrcc2	3
Actr3b	7
Paxip1	0
Gm4865	2
Insig1	4
En2	3
Rbm33	4
Rnf32	14
Lmbr1	0
C79130	7
Nom1	4
Ube3c	4
Gm5129	2
Dnajb6	6
Il6	4
Tyms	16
Hadha	1
Hadhb	1
Selenoi	0
Gm16288	5
Kcnk3	7
Slc35f6	4
Cenpa	16
Dpysl5	2
Mapre3	0
Gm19409	9
Tmem214	4
Agbl5	3
5930420M18Rik	2
Ost4	6
Emilin1	8
Khk	0
Cgref1	7
Abhd1	3
Preb	4
Slc5a6	3
Atraid	1
Cad	0
Mpv17	1
Gtf3c2	1
Eif2b4	4
Snx17	1
Zfp513	0
Ppm1g	1
Gm42798	3
Nrbp1	1
Krtcap3	11
Ift172	4
Fndc4	3
Zfp512	4
Gm43059	2
Gpn1	0
Supt7l	0
Slc4a1ap	4
Gm43660	5
AI839979	4
Mrpl33	6
Rbks	3
Babam2	4
Gm43810	5
Gm43811	2
Gm10463	2
Fosl2	6
Ppp1cb	1
Gm43312	2
Gm43313	2
Gm10461	5
Yes1	10
Gm43852	7
Pisd	1
Prr14l	0
Gm43692	2
Depdc5	0
Ywhah	6
Rpl35a-ps5	5
Slc5a1	7
Spon2	8
Ctbp1	1
Maea	1
Uvssa	0
Fam53a	0
Slbp	1
Tmem129	0
Tacc3	16
Fgfr3	10
Letm1	4
Gm10059	2
Nsd2	16
Nelfa	4
Gm1673	0
Nat8l	10
Haus3	0
Mxd4	8
Zfyve28	2
Gm15513	5
Rnf4	1
Fam193a	1
Gm42559	3
Gm43457	2
Tnip2	4
Sh3bp2	4
Add1	1
