genes	geneCluster
Gm7160	0
Kdsr	0
Serpinb2	0
Serpinb10	0
Dsel	0
2900060B14Rik	0
Gli2	0
Epb41l5	0
Ptpn4	0
Tmem177	0
3110009E18Rik	0
Steap3	0
Ccdc93	0
Slc35f5	0
Mgat5	0
Gm37510	0
Gm8451	0
Rpl28-ps1	0
Gm37407	0
Pfkfb2	0
Yod1	0
Eif2d	0
Gm37954	0
Gm29488	0
Fam72a	0
Slc41a1	0
Mfsd4a	0
Cdk18	0
Tmcc2	0
Rbbp5	0
Gm29257	0
Zc3h11a	0
Gm38394	0
Optc	0
Adora1	0
Cyb5r1	0
Klhl12	0
Rabif	0
Gm37949	0
Gm37677	0
Gm15445	0
Gm4204	0
2610012C04Rik	0
Gm37333	0
Gm38399	0
Tmem9	0
9230116N13Rik	0
Ddx59	0
Gm19705	0
Gm4258	0
Gm37298	0
Gm26930	0
D130019J16Rik	0
Gm37534	0
A430106G13Rik	0
A130071D04Rik	0
Gm37101	0
Gm37423	0
Gm37470	0
Gm43544	0
Gm37718	0
Zbtb41	0
Gm29170	0
Rgs18	0
Hmcn1	0
Gm10138	0
Gm37893	0
Edem3	0
Tsen15	0
Colgalt2	0
Gm28791	0
Gm8818	0
E330020D12Rik	0
Mr1	0
BC034090	0
Qsox1	0
9430034N14Rik	0
Gm10031	0
Abl2	0
Gm38043	0
Gm28693	0
Gm37943	0
Gm37060	0
Cryzl2	0
Gm37215	0
6720464F23Rik	0
Gm38126	0
Zbtb37	0
Dars2	0
Cenpl	0
Klhl20	0
Pigc	0
Dnm3os	0
Mettl13	0
Prrx1	0
Gorab	0
Scyl3	0
Mettl18	0
Selp	0
F5	0
Slc19a2	0
Ccdc181	0
Blzf1	0
Nme7	0
Gm38190	0
Dcaf6	0
Tada1	0
Pogk	0
Gm37524	0
Gm38381	0
Rgs4	0
Hsd17b7	0
Ddr2	0
Dusp12	0
Fcrlb	0
Fcrla	0
Tomm40l	0
Adamts4	0
Ppox	0
Usp21	0
Gm20045	0
Dedd	0
Nectin4	0
Alyref2	0
Ly9	0
Gm37010	0
Vangl2	0
Pex19	0
Pigm	0
Dusp23	0
Ifi206	0
Ifi213	0
Ifi208	0
Opn3	0
Chml	0
Gm38104	0
Sdccag8	0
Gm37490	0
Gm37519	0
Akt3	0
Gm37706	0
Efcab2	0
Smyd3	0
Gm5561	0
Tfb2m	0
Cnst	0
Sccpdh	0
Gm37390	0
Gm36933	0
Stum	0
Lin9	0
Gm17275	0
Lefty1	0
Tmem63a	0
Enah	0
Trp53bp2	0
Tlr5	0
Gm38079	0
Disp1	0
Taf1a	0
Gm37214	0
Dusp10	0
Gm37800	0
Mark1	0
Bpnt1	0
Gpatch2	0
Gm37254	0
Kctd3	0
Pdcd5-ps	0
Smyd2	0
Rps6kc1	0
Tatdn3	0
Nsl1	0
D730003I15Rik	0
Tmem206	0
Ints7	0
Gm37349	0
Traf5	0
Gstp-ps	0
Rcor3	0
Gm22265	0
Sertad4	0
Gm15867	0
Diexf	0
A130010J15Rik	0
Hsd11b1	0
Gm37691	0
A330023F24Rik	0
Gm37334	0
9630010A21Rik	0
Cd46	0
Rpp38	0
Gm45902	0
Sephs1	0
Optn	0
Sec61a2	0
Echdc3	0
Usp6nl	0
Gm10115	0
Sfmbt2	0
Il15ra	0
Fbh1	0
Ankrd16	0
Itga8	0
Gm37255	0
Gm38014	0
Pter	0
Gm37780	0
Trdmt1	0
Hacd1	0
Stamos	0
Stam	0
Cacnb2	0
Gm13268	0
Nsun6	0
Gm38257	0
Bmi1	0
Armc3	0
Msrb2	0
Otud1	0
Arhgap21	0
Enkur	0
Thnsl1	0
Gm13341	0
Gm13340	0
Pdss1	0
Hnmt	0
Zmynd19	0
Dph7	0
Nsmf	0
Tor4a	0
Tmem203	0
Tprn	0
Man1b1	0
Dpp7	0
Abca2	0
Paxx	0
Fbxw5	0
Traf2	0
Camsap1	0
Ubac1	0
Nacc2	0
Qsox2	0
Gpsm1	0
Card9	0
Snapc4	0
Inpp5e	0
Agpat2	0
Fam69b	0
Surf6	0
Med22	0
Surf2	0
Cacfd1	0
Slc2a6	0
Brd3os	0
Wdr5	0
Rxra	0
Mrps2	0
Gtf3c5	0
Tsc1	0
Gtf3c4	0
Ddx31	0
Ttf1	0
6530402F18Rik	0
Med27	0
Trub2	0
Coq4	0
Slc27a4	0
Urm1	0
Cercam	0
Odf2	0
Gle1	0
Wdr34	0
Zdhhc12	0
Zer1	0
Endog	0
Spout1	0
Kyat1	0
Dolk	0
Nup188	0
Miga2	0
Dolpp1	0
Crat	0
Ntmt1	0
Asb6	0
Ptges	0
Usp20	0
D330023K18Rik	0
Ncs1	0
Exosc2	0
Fam78a	0
Pomt1	0
Uck1	0
Gm13611	0
Dnm1	0
Ciz1	0
Ptges2	0
Slc25a25	0
Naif1	0
St6galnac6	0
Ak1	0
Fpgs	0
Ptrh1	0
Stxbp1	0
Lrsam1	0
Slc2a8	0
Garnl3	0
Ralgps1	0
Zbtb34	0
Zbtb43	0
Mvb12b	0
Gm13408	0
Rabepk	0
Psmd5	0
Gm43761	0
Gm13436	0
Zbtb6	0
Zbtb26	0
Strbp	0
Gm44283	0
Gm44291	0
Nek6	0
Nr6a1	0
Golga1	0
Scai	0
Gm16523	0
Gtdc1	0
Gm13479	0
Acvr2a	0
Mbd5	0
Rbm43	0
Cacnb4	0
Rprm	0
Gm13535	0
Acvr1	0
Upp2	0
Wdsub1	0
Pla2r1	0
Fap	0
Gca	0
Cobll1	0
Galnt3	0
Ttc21b	0
Stk39	0
Gm37159	0
Gm38236	0
Gm37651	0
Gm37747	0
Gm37666	0
Gm38377	0
Nostrin	0
Dhrs9	0
Bbs5	0
Fastkd1	0
Gm13622	0
Ccdc173	0
Phospho2	0
Klhl23	0
Mettl5	0
Gm13625	0
Mettl8	0
Dcaf17	0
Cybrd1	0
Metap1d	0
Pdk1	0
Map3k20	0
Sp3os	0
Scrn3	0
Gpr155	0
Chn1	0
Mrpl23-ps1	0
Hoxd4	0
Rps6-ps4	0
Ttc30b	0
Ttc30a1	0
Rbm45	0
Osbpl6	0
Prkra	0
Ccdc141	0
Zfp385b	0
Cerkl	0
Pde1a	0
Dusp19	0
Nup35	0
Fam171b	0
Gm13710	0
Clp1	0
Tnks1bp1	0
Nup160	0
C1qtnf4	0
Kbtbd4	0
Rapsn	0
Slc39a13	0
Nr1h3	0
Ddb2	0
Pacsin3	0
1110051M20Rik	0
Lrp4	0
Zfp408	0
Atg13	0
Harbi1	0
Ambra1	0
Creb3l1	0
Pex16	0
Mapk8ip1	0
Cry2	0
Slc35c1	0
Syt13	0
Prdm11	0
Accs	0
Alkbh3	0
Ttc17	0
2810002D19Rik	0
B230118H07Rik	0
Traf6	0
Prr5l	0
Commd9	0
Ldlrad3	0
Gm13921	0
Gm13868	0
Fjx1	0
Slc1a2	0
Pdhx	0
Abtb2	0
Nat10	0
Tcp11l1	0
Depdc7	0
Qser1	0
Prrg4	0
Ccdc73	0
Elp4	0
Mpped2	0
Arl14ep	0
Mettl15	0
Lgr4	0
Lpcat4	0
Katnbl1	0
Aven	0
Fmn1	0
Grem1	0
Scg5	0
Gm21596	0
Zfp770	0
BC052040	0
2700033N17Rik	0
Gm29340	0
Eif2ak4	0
Bmf	0
Plcb2	0
Inafm2	0
Ccdc9b	0
Ivd	0
Bahd1	0
Chst14	0
Dnajc17	0
Zfyve19	0
Spint1	0
Ndufaf1	0
Rpap1	0
Mapkbp1	0
Vps39	0
Ganc	0
Lrrc57	0
Haus2	0
Cdan1	0
Ttbk2	0
Tmem62	0
Lcmt2	0
Adal	0
Zscan29	0
Tubgcp4	0
Trp53bp1	0
Ppip5k1	0
Catsper2	0
Spg11	0
Sord	0
Shf	0
Sema6d	0
Slc24a5	0
Cep152	0
Dtwd1	0
Gabpb1	0
Usp50	0
Ap4e1	0
1810024B03Rik	0
Ciao1	0
Adra2b	0
Fahd2a	0
Nphp1	0
Gm14005	0
Zc3h8	0
Gm10762	0
Zc3h6	0
Ttl	0
Polr1b	0
Chchd5	0
Il1a	0
Stk35	0
Gm14044	0
Cpxm1	0
Pced1a	0
Vps16	0
9530056E24Rik	0
Ubox5	0
Fastkd5	0
Slc4a11	0
A730017L22Rik	0
Atrn	0
1700037H04Rik	0
Spef1	0
Cdc25b	0
Ap5s1	0
Mavs	0
Rnf24	0
Slc23a2	0
Shld1	0
Crls1	0
Gm14094	0
Mkks	0
Slx4ip	0
Jag1	0
Ism1	0
Tasp1	0
Ndufaf5	0
Macrod2	0
Kif16b	0
Gm11688	0
Mgme1	0
Kat14	0
Dzank1	0
Polr3f	0
Rbbp9	0
Dtd1	0
Slc24a3	0
Ralgapa2	0
Kiz	0
Nxt1	0
Gzf1	0
Napb	0
Zfp120	0
Zfp937	0
Zfp442	0
Apmap	0
Acss1	0
Entpd6	0
Pygb	0
Nanp	0
Psmf1	0
Fam110a	0
Slc52a3	0
Srxn1	0
Rps15a-ps7	0
Sox12	0
Zcchc3	0
Mcts2	0
Cox4i2	0
Tspyl3	0
Pofut1	0
2500004C02Rik	0
Nol4l	0
Dnmt3b	0
Cdk5rap1	0
Snta1	0
Cbfa2t2	0
E2f1	0
Pxmp4	0
Pigu	0
Trp53inp2	0
Acss2	0
Gss	0
Uqcc1	0
Cep250	0
Gm37274	0
Rbm12	0
Nfs1	0
Cnbd2	0
Gm14251	0
Aar2	0
Tgif2	0
5430405H02Rik	0
4930518I15Rik	0
Ndrg3	0
Soga1	0
Src	0
Blcap	0
Tti1	0
Snhg17	0
Actr5	0
Dhx35	0
Zhx3	0
Tox2	0
2900093K20Rik	0
Fitm2	0
Ttpal	0
Ada	0
Snx21	0
Zswim3	0
Zswim1	0
Neurl2	0
Zfp335	0
Zfp335os	0
Ncoa5	0
Zfp334	0
Slc13a3	0
Trp53rka	0
Gm14267	0
Trp53rkb	0
Arfgef2	0
Slc9a8	0
Spata2	0
Snai1	0
1200007C13Rik	0
Ripor3	0
Mocs3	0
Zfp64	0
Gm26883	0
Fam210b	0
Cstf1	0
Gm14303	0
Rbm38	0
Ppp4r1l-ps	0
Gm20721	0
Nelfcd	0
Gm14399	0
Gm4631	0
Zfp968	0
Gm6710	0
Gm14305	0
Gm14295	0
Gm14296	0
Gm14325	0
Gm14326	0
Zfp971	0
Zfp931	0
Ppp1r3d	0
Fam217b	0
Taf4	0
4921531C22Rik	0
Lsm14b	0
Ss18l1	0
Mtg2	0
Osbpl2	0
Cables2	0
Mrgbp	0
Arfgap1	0
BX649560.1	0
Gmeb2	0
Rtel1	0
Zgpat	0
Slc2a4rg-ps	0
Uckl1	0
Zfp512b	0
Samd10	0
Ccdc22	0
Cacna1f	0
Gpkow	0
Wdr45	0
Praf2	0
Slc35a2	0
Hdac6	0
Suv39h1	0
Wdr13	0
Tbc1d25	0
Porcn	0
Ftsj1	0
B630019K06Rik	0
Srpx	0
Rpgr	0
Med14	0
Rpl3-ps1	0
Llph-ps2	0
Cask	0
Gm14636	0
Gm14537	0
Jade3	0
Gm14539	0
Usp11	0
Syn1	0
Elk1	0
Zfp182	0
Klhl13	0
Gm6023	0
Akap17b	0
Nkrf	0
Rnf113a1	0
Zbtb33	0
Tmem255a	0
Cul4b	0
Gria3	0
Smarca1	0
Apln	0
Bcorl1	0
Zfp280c	0
Slc25a14	0
Rbmx2	0
Enox2	0
Firre	0
Gpc4	0
Gm14586	0
Phf6	0
Fam122b	0
Xlr	0
3830403N18Rik	0
Zfp449	0
Mmgt1	0
Slc9a6	0
Atp11c	0
C230004F18Rik	0
1110012L19Rik	0
Tmem185a	0
Mamld1	0
Mtmr1	0
Cd99l2	0
Hmgb3	0
Prrg3	0
Gabra3	0
Nsdhl	0
Xlr3b	0
F8a	0
Zfp275	0
Haus7	0
Pnck	0
Slc6a8	0
Pdzd4	0
Plxna3	0
Slc10a3	0
Fam3a	0
Ikbkg	0
Gab3	0
Cmc4	0
Mtcp1	0
4933407K13Rik	0
Rps24-ps3	0
Gm8822	0
Tab3	0
5430427O19Rik	0
Pcyt1b	0
Klhl15	0
Apoo	0
Gspt2	0
Zxdb	0
Spin4	0
Arhgef9	0
Amer1	0
Zc4h2	0
Zc3h12b	0
Heph	0
Ar	0
Pja1	0
Eda	0
Dlg3	0
Foxo4	0
Med12	0
Zmym3	0
Hdac8	0
Phka1	0
Chic1	0
Jpx	0
Ftx	0
Gm38020	0
Slc16a2	0
Abcb7	0
Vcp-rs	0
Uprt	0
Zdhhc15	0
5530601H04Rik	0
Magee1	0
Taf9b	0
Lpar4	0
P2ry10b	0
2810403D21Rik	0
Apool	0
Nap1l3	0
Srpx2	0
Cstf2	0
Trmt2b	0
Timm8a1	0
Armcx4	0
Armcx1	0
Armcx6	0
Armcx2	0
Zmat1	0
Gprasp1	0
Armcx5	0
Bhlhb9	0
Gprasp2	0
Arxes2	0
Arxes1	0
Bex2	0
Tceal5	0
Tceal1	0
BC065397	0
Slc25a53	0
Zcchc18	0
Fam199x	0
Nrk	0
Mum1l1	0
Rnf128	0
Tbc1d8b	0
Rbm41	0
Mid2	0
Atg4a	0
Col4a5	0
Nxt2	0
Tmem164	0
Ammecr1	0
Chrdl1	0
Alg13	0
Lrch2	0
Tmem29	0
Apex2	0
Fgd1	0
Tsr2	0
Rpl21-ps15	0
Fam120c	0
Iqsec2	0
Kantr	0
Tspyl2	0
Gpr173	0
Shroom2	0
Gm6472	0
Gm26035	0
Mageh1	0
Mbtps2	0
Bclaf3	0
Map3k15	0
Phka2	0
Cdkl5	0
Rai2	0
Nhs	0
Gm7331	0
Txlng	0
Ctps2	0
Car5b	0
Siah1b	0
Pir	0
Piga	0
Gemin8	0
Ofd1	0
Trappc2	0
Tceanc	0
Gm15232	0
Tlr8	0
Prps2	0
Arhgap6	0
Gm15261	0
Hccs	0
Mid1	0
Pkia	0
Zc2hc1a	0
Zbtb10	0
C030034L19Rik	0
Zfp704	0
Gm38335	0
Zfand1	0
Snx16	0
Lrrcc1	0
E2f5	0
1810022K09Rik	0
Sirpb1a	0
Cyp7b1	0
Mtfr1	0
4632415L05Rik	0
Gm43672	0
Gm7536	0
Pld1	0
Tnik	0
Eif5a2	0
Mynn	0
Prkci	0
Zmat3	0
Mfn1	0
Mrpl47	0
Ccdc39	0
Gm43667	0
Mccc1	0
Acad9	0
D3Ertd254e	0
Exosc9	0
Bbs7	0
Il2	0
Cetn4	0
Bbs12	0
Fgf2	0
Nudt6	0
Spata5	0
Gm43484	0
Rps23-ps1	0
Rpl21-ps10	0
Intu	0
Mfsd8	0
Gm2011	0
Abhd18	0
6430590A07Rik	0
Larp1b	0
Sclt1	0
D3Ertd751e	0
Pcdh18	0
Noct	0
Gm38357	0
Gm37399	0
Rab33b	0
Maml3	0
Gm37465	0
C130089K02Rik	0
Gm38034	0
Cog6	0
Gm42899	0
Proser1	0
Spg20	0
Dclk1	0
Nbea	0
Pfn2	0
Siah2	0
Rpl13-ps6	0
Med12l	0
Igsf10	0
Gm37589	0
P2ry1	0
Arhgef26	0
E130311K13Rik	0
4931440P22Rik	0
Lekr1	0
Gm37305	0
Gfm1	0
Lxn	0
Schip1	0
Ift80	0
Gm37558	0
B3galnt1	0
Serpini1	0
Gm9762	0
Etfdh	0
Tmem144	0
Pdgfc	0
Map9	0
Plrg1	0
Trim2	0
Tmem154	0
Gatb	0
Gm3788	0
Cd1d1	0
Kirrel	0
Arhgef11	0
Prcc	0
Rrnad1	0
Isg20l2	0
Gpatch4	0
1700113A16Rik	0
Tsacc	0
Pmf1	0
Slc25a44	0
Gm42814	0
Ubqln4	0
Msto1	0
Rusc1	0
Clk2	0
Thbs3	0
Efna4	0
Gm15417	0
Flad1	0
Pygo2	0
4632404H12Rik	0
Atp8b2	0
Gm43712	0
Crtc2	0
Gm45477	0
Ints3	0
Gm9774	0
Gm4202	0
Them4	0
Tdrkh	0
Gm43774	0
Pogz	0
Selenbp1	0
Rfx5	0
Pi4kb	0
Zfp687	0
Scnm1	0
Lysmd1	0
Sema6c	0
Mllt11	0
Prune1	0
6330562C20Rik	0
Hmgb1-ps5	0
Golph3l	0
Rps10-ps1	0
E330034L11Rik	0
Adamtsl4	0
Tars2	0
Prpf3	0
C920021L13Rik	0
Ciart	0
Vps45	0
Otud7b	0
Mtmr11	0
Sv2a	0
Hist2h2be	0
Gm20632	0
Gm20634	0
Hist2h4	0
Gm15441	0
Polr3gl	0
Pex11b	0
Pias3	0
Polr3c	0
Gm42783	0
Gpr89	0
Acp6	0
Bcl9	0
Gm42508	0
Chd1l	0
Fmo5	0
Prkab2	0
Pde4dip	0
Gm42819	0
Gm42820	0
Phgdh	0
Zfp697	0
Wars2	0
Gdap2	0
Gm43466	0
Gm42869	0
Gm43462	0
Ttf2	0
Igsf3	0
Gm42937	0
Gm42941	0
Slc22a15	0
Vangl1	0
Gm42679	0
Dennd2c	0
Dclre1b	0
Ap4b1	0
Phtf1	0
Magi3	0
Gm42702	0
Gm43259	0
Gm43260	0
Lrig2	0
Gm43696	0
A530041M06Rik	0
4930509H03Rik	0
Mov10	0
Gm42659	0
St7l	0
Ddx20	0
Inka2	0
Gm43848	0
Gm43328	0
Gm43329	0
Gm43330	0
Gm43331	0
Adora3	0
Gm4540	0
Gm43071	0
Gm38253	0
Kcna3	0
Strip1	0
4933431E20Rik	0
Gstm4	0
Ampd2	0
Amigo1	0
Cyb561d1	0
Atxn7l2	0
Tmem167b	0
Wdr47	0
Gpsm2	0
Prmt6	0
C130013H08Rik	0
A930005H10Rik	0
Dph5	0
Extl2	0
Cdc14a	0
Rtca	0
Dbt	0
Gm9761	0
Trmt13	0
Sass6	0
Agl	0
Plppr4	0
Snx7	0
Gm4332	0
Rwdd3	0
Tmem56	0
Alg14	0
A530020G20Rik	0
Gm43609	0
Gm17494	0
Usp53	0
Synpo2	0
Mettl14	0
Gm4617	0
Arsj	0
Gm43011	0
Gm43010	0
Gm43009	0
Gm42515	0
Gm43322	0
Alpk1	0
Gm42587	0
Cyp2u1	0
Sgms2	0
Gstcd	0
Ints12	0
Bdh2	0
Gm43379	0
Manba	0
Gm43430	0
Gm31243	0
Gm43088	0
Mttp	0
Trmt10a	0
Adh1	0
Tspan5	0
Gm43162	0
Gbp2b	0
Kyat3	0
Gm43445	0
Gm5857	0
Odf2l	0
Znhit6	0
Rpl36a-ps2	0
Syde2	0
Mcoln2	0
Ssx2ip	0
Spata1	0
Gm10288	0
Rpsa-ps10	0
Nexn	0
Gm43185	0
Miga1	0
Gm43857	0
Tyw3	0
Cryz	0
Fpgt	0
Ptger3	0
Gm42611	0
Gm43362	0
Lrrc40	0
AI838599	0
Tmem68	0
Gm26857	0
Penk	0
Fam110b	0
Ubxn2b	0
Tox	0
Gdf6	0
2610301B20Rik	0
Ndufaf6	0
Ints8	0
Dpy19l4	0
Gem	0
Tmem67	0
Rbm12b2	0
Rbm12b1	0
Triqk	0
Runx1t1	0
Pip4p2	0
Gm11837	0
Tmem64	0
Decr1	0
Nbn	0
Osgin2	0
Mmp16	0
Rmdn1	0
Slc7a13	0
Atp6v0d2	0
Ccnc	0
Tstd3	0
Coq3	0
Fbxl4	0
Manea	0
Gm11914	0
Bach2	0
4933421O10Rik	0
Rars2	0
Slc35a1	0
Mob3b	0
Aptx	0
Nol6	0
Nudt2	0
AI464131	0
Fam219a	0
Enho	0
Cntfr	0
Galt	0
Ccl27a	0
Gm17167	0
Dnajb5	0
Fancg	0
Pigo	0
Gm26881	0
Rusc2	0
Gba2	0
Rgp1	0
Npr2	0
Fam221b	0
Gm12481	0
Tmem8b	0
Hrct1	0
Gne	0
Grhpr	0
Zbtb5	0
Polr1e	0
Fbxo10	0
Trmt10b	0
Dcaf10	0
Shb	0
Ccdc180	0
Tdrd7	0
Tmod1	0
Tstd2	0
Trmo	0
Trim14	0
Gm12430	0
Alg2	0
Nr4a3	0
Stx17	0
Invs	0
Msantd3	0
Zfp189	0
Tmem246	0
Gm12466	0
AI427809	0
Fsd1l	0
Fktn	0
Rps15a-ps8	0
Tmem38b	0
Zfp462	0
Gm12508	0
Elp1	0
Fam206a	0
Musk	0
Gm12577	0
Ptgr1	0
Susd1	0
E130308A19Rik	0
Gm12543	0
Zfp37	0
Prpf4	0
Hdhd3	0
Zfp618	0
Gm11483	0
Trim32	0
Cdk5rap2	0
Tle1	0
C630043F03Rik	0
Kdm4c	0
Lurap1l	0
Snapc3	0
Ccdc171	0
Cntln	0
Haus6	0
Mllt3	0
Focad	0
Tusc1	0
Ift74	0
Junos	0
Fggy	0
Atg4c	0
Gm12689	0
Alg6	0
Itgb3bp	0
Ror1	0
Cachd1	0
Raver2	0
E130102H24Rik	0
Sgip1	0
Slc35d1	0
Oma1	0
Prkaa2	0
Pcsk9	0
Dhcr24	0
Pars2	0
Acot11	0
Mrpl37	0
Cyb5rl	0
Lrrc42	0
Hspb11	0
Ndc1	0
0610037L13Rik	0
Cpt2	0
Echdc2	0
Coa7	0
Gpx7	0
Zfyve9	0
Btf3l4	0
Kti12	0
Cdkn2c	0
Bend5	0
Skint3	0
Trabd2b	0
Atpaf1	0
Nsun4	0
Lrrc41	0
Pomgnt1	0
Mast2	0
Ipp	0
Tmem69	0
Mmachc	0
Ccdc163	0
Tesk2	0
Toe1	0
Urod	0
Hectd3	0
Eif2b3	0
Btbd19	0
Tmem53	0
Dmap1	0
Slc6a9	0
B4galt2	0
Dph2	0
Ipo13	0
Artn	0
St3gal3	0
Szt2	0
Zfp691	0
AU022252	0
P3h1	0
Ppih	0
Ppcs	0
Frg2f1	0
Scmh1	0
Ctps	0
Exo5	0
Trit1	0
Heyl	0
D130007C19Rik	0
Gm12902	0
Fhl3	0
Inpp5b	0
9930104L06Rik	0
Snip1	0
Oscp1	0
Sh3d21	0
Col8a2	0
Adprhl2	0
Ago1	0
Gm12934	0
5730409E04Rik	0
Ncdn	0
AU040320	0
Gm12940	0
Zmym1	0
Zmym6	0
Tmem35b	0
Tlr12	0
Zfp362	0
Azin2	0
Fndc5	0
S100pbp	0
Yars	0
C77080	0
Sync	0
Gm26722	0
Zbtb8a	0
Fam167b	0
Iqcc	0
Tmem39b	0
Gm12966	0
Pef1	0
Fabp3	0
Ptpru	0
Mecr	0
A930004J17Rik	0
Gmeb1	0
Rnu11	0
Rcc1	0
Med18	0
Sesn2	0
Eya3	0
Xkr8	0
Rpa2	0
Ppp1r8	0
Ahdc1	0
Wdtc1	0
Slc9a1	0
Gpatch3	0
Gpn2	0
Pigv	0
Dhdds	0
Cep85	0
Pdik1l	0
Paqr7	0
Rcan3	0
Nipal3	0
Cnr2	0
Gale	0
Pithd1	0
E2f2	0
Asap3	0
Tcea3	0
Zfp46	0
Zbtb40	0
2810405F17Rik	0
Rap1gap	0
Mul1	0
Otud3	0
Tmco4	0
Pqlc2	0
2700016F22Rik	0
Iffo2	0
Aldh4a1	0
Padi4	0
Crocc	0
Fbxo42	0
Arhgef19	0
Gm13075	0
Zbtb17	0
B330016D10Rik	0
Fblim1	0
Dnajc16	0
Casp9	0
4930455G09Rik	0
Pramef8	0
Gm13226	0
Gm13212	0
Znf41-ps	0
Gm13166	0
Zfp993	0
Gm26624	0
Zfp982	0
Zfp984	0
Gm20707	0
Zfp933	0
Miip	0
Mfn2	0
Clcn6	0
Mthfr	0
Mad2l2	0
Ubiad1	0
Mtor	0
Gm13205	0
Pex14	0
Dffa	0
Nmnat1	0
Lzic	0
Tmem201	0
Slc25a33	0
Spsb1	0
H6pd	0
Gpr157	0
Gm13092	0
Gm13091	0
Phf13	0
Klhl21	0
Zbtb48	0
Nol9	0
Gpr153	0
Icmt	0
Dffb	0
Cep104	0
Wrap73	0
Tnfrsf14	0
Pank4	0
Pex10	0
5830444B04Rik	0
Cfap74	0
Slc35e2	0
Mmp23	0
Mib2	0
1500002C15Rik	0
Atad3a	0
Dvl1	0
Cptp	0
Pusl1	0
Acap3	0
C1qtnf12	0
B3galt6	0
9430015G10Rik	0
Agrn	0
AW011738	0
Plekhn1	0
Rbm48	0
Pex1	0
Gm43679	0
Mterf1a	0
Gm43111	0
Gm43727	0
Gm43728	0
Cldn12	0
Gtpbp10	0
Steap2	0
Gm26825	0
Gm15459	0
Steap4	0
Adam22	0
Slc25a40	0
7330423F06Rik	0
Abcb4	0
Cacna2d1	0
Hgf	0
Gnai1	0
Magi2	0
Phtf2	0
A630072M18Rik	0
Fam185a	0
Lrrc17	0
Armc10	0
Napepld	0
Orc5	0
Gm15421	0
Pus7	0
Rint1	0
2700038G22Rik	0
Klhl7	0
Nupl2	0
Kcnh2	0
Abcb8	0
Cdk5	0
Slc4a2	0
Tmub1	0
Agap3	0
Asb10	0
Gm10221	0
Chpf2	0
Smarcd3	0
Prkag2	0
2900005J15Rik	0
1700096K18Rik	0
Paxip1	0
En2	0
Lmbr1	0
Selenoi	0
Mapre3	0
Agbl5	0
Khk	0
Abhd1	0
Slc5a6	0
Cad	0
